name	HPO.term	HPO.label	HPO.level	gene	disease.name	literature_model	ddd_model	OV	OVG
1199	HP:0000179	Thick lower lip vermilion	10	ATP6V0A1;USP7;TRIP12;TCF4;TCF20;TBL1XR1;SYNGAP1;SRCAP;SETD5;SCN2A;PTPN11;POGZ;KMT2D;KMT2A;KAT6A;HUWE1;FOXP1;EHMT1;DYRK1A;DDX3X;CTNNB1;CACNA1A;AUTS2;ATRX;ASXL3;ARID1B;ANKRD11;AHDC1;ADNP	ATP6V0A1-related developmental disorder (monoallelic);USP7-related developmental disorder (monoallelic);TRIP12-related intellectual disability with/without autism spectrum disorder;PITT-HOPKINS SYNDROME;TCF20 syndrome;Pierpont syndrome;Intellectual disability with autism spectrum disorder;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;FLOATING-HARBOR SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;BENIGN FAMILIAL NEONATAL INFANTILE SEIZURES;INFANTILE EPILEPTIC ENCEPHALOPATHY;NONSPECIFIC SEVERE ID;NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1;INTELLECTUAL DISABILITY;KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;Kleefstra syndrome;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7;MENTAL RETARDATION, X-LINKED 102;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;EPILEPTIC ENCEPHALOPATHY;SYNDROMIC INTELLECTUAL DISABILITY;ALPHA-THALASSEMIA MENTAL RETARDATION SYNDROME X-LINKED NON-DELETION TYPE;BAINBRIDGE-ROPERS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12;KBG SYNDROME;XIA-GIBBS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:64x;LIT:62x;LIT:61x;LIT:58x;LIT:52x;LIT:43x;LIT:38x;LIT:29x;LIT:27x;LIT:20x;LIT:5x;LIT:2x	DDD:72x;DDD:69x;DDD:64x;DDD:61x;DDD:60x;DDD:59x;DDD:58x;DDD:56x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:46x;DDD:45x;DDD:37x;DDD:22x;DDD:18x;DDD:15x;DDD:14x;DDD:13x;DDD:12x;DDD:8x;DDD:7x;DDD:4x;DDD:3x;DDD:2x;DDD:1x;DDD:0x	LIT;DDD	LIT:64x;LIT:62x;LIT:61x;LIT:58x;LIT:52x;LIT:43x;LIT:38x;LIT:29x;LIT:27x;LIT:20x;LIT:5x;LIT:2x;DDD:72x;DDD:69x;DDD:64x;DDD:61x;DDD:60x;DDD:59x;DDD:58x;DDD:56x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:46x;DDD:45x;DDD:37x;DDD:22x;DDD:18x;DDD:15x;DDD:14x;DDD:13x;DDD:12x;DDD:8x;DDD:7x;DDD:4x;DDD:3x;DDD:2x;DDD:1x;DDD:0x
1200	HP:0012471	Thick vermilion border	9	TCF4;TCF20;SMC1A;PTPN11;MED13L;KMT2D;KDM5B;IQSEC2;HUWE1;AUTS2;ANKRD11	PITT-HOPKINS SYNDROME;TCF20 syndrome;EPILEPTIC ENCEPHALOPATHY;LEOPARD SYNDROME TYPE 1;INTELLECTUAL DISABILITY;KABUKI SYNDROME;Autism;MENTAL RETARDATION X-LINKED TYPE 1;MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;SYNDROMIC INTELLECTUAL DISABILITY;KBG SYNDROME	LIT:62x;LIT:61x;LIT:55x;LIT:45x;LIT:42x;LIT:38x;LIT:34x;LIT:28x;LIT:27x;LIT:7x;LIT:2x		LIT	LIT:62x;LIT:61x;LIT:55x;LIT:45x;LIT:42x;LIT:38x;LIT:34x;LIT:28x;LIT:27x;LIT:7x;LIT:2x
1201	HP:0000180	Lobulated tongue	10						
1202	HP:0030810	Abnormal tongue physiology	9						
1203	HP:0000182	Movement abnormality of the tongue	10						
1204	HP:0000183	Difficulty in tongue movements	11						
1205	HP:0000185	Cleft soft palate	11	SATB2;MED13L;KMT2D;KAT6B;EFTUD2;DYRK1A;ADNP	GLASS SYNDROME;INTELLECTUAL DISABILITY;KMT2D multiple malformations disorder;KABUKI SYNDROME;GENITOPATELLAR SYNDROME;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:48x;LIT:30x;LIT:19x	DDD:42x;DDD:39x;DDD:38x;DDD:19x;DDD:18x;DDD:0x	LIT;DDD	LIT:48x;LIT:30x;LIT:19x;DDD:42x;DDD:39x;DDD:38x;DDD:19x;DDD:18x;DDD:0x
1206	HP:0006477	Abnormality of the alveolar ridges	8						
1207	HP:0000187	Broad alveolar ridges	9	ZC4H2	ARTHROGRYPOSIS MULTIPLEX CONGENITA AND INTELLECTUAL DISABILITY	LIT:74x		LIT	LIT:74x
1208	HP:0000188	Short upper lip	10	ATRX;AHDC1	MENTAL RETARDATION SYNDROMIC X-LINKED WITH HYPOTONIC FACIES SYNDROME TYPE 1;XIA-GIBBS SYNDROME	LIT:6x;LIT:1x		LIT	LIT:6x;LIT:1x
1209	HP:0000189	Narrow palate	9	PPP2R5D;KMT2A;KAT6A;EFTUD2;DDX3X;CTNNB1;ASXL3;ARID1B	INTELLECTUAL DISABILITY;WIEDEMANN-STEINER SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;MENTAL RETARDATION, X-LINKED 102;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;BAINBRIDGE-ROPERS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12	LIT:37x;LIT:29x;LIT:19x;LIT:14x;LIT:12x;LIT:4x	DDD:44x;DDD:15x;DDD:14x;DDD:13x;DDD:3x	LIT;DDD	LIT:37x;LIT:29x;LIT:19x;LIT:14x;LIT:12x;LIT:4x;DDD:44x;DDD:15x;DDD:14x;DDD:13x;DDD:3x
1210	HP:0000190	Abnormal oral frenulum morphology	8						
1211	HP:0000191	Accessory oral frenulum	9						
1212	HP:0000193	Bifid uvula	12	USP9X;SATB2;POGZ;MED13L;KMT2A;KAT6B;FOXP1;CHD7;ASXL3;ANKRD11	MENTAL RETARDATION, X-LINKED 99; MRX99;GLASS SYNDROME;INTELLECTUAL DISABILITY;WIEDEMANN-STEINER SYNDROME;SAY-BARBER-BIESECKER-YOUNG-SIMPSON SYNDROME;GENITOPATELLAR SYNDROME;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;CHARGE SYNDROME;BAINBRIDGE-ROPERS SYNDROME;KBG SYNDROME	LIT:48x;LIT:43x;LIT:31x;LIT:30x;LIT:10x;LIT:4x;LIT:2x	DDD:73x;DDD:48x;DDD:42x;DDD:37x;DDD:22x;DDD:2x	LIT;DDD	LIT:48x;LIT:43x;LIT:31x;LIT:30x;LIT:10x;LIT:4x;LIT:2x;DDD:73x;DDD:48x;DDD:42x;DDD:37x;DDD:22x;DDD:2x
1213	HP:0011338	Abnormality of mouth shape	8	TCF4;PPP2R5D;DDX3X;ANKRD11	PITT-HOPKINS SYNDROME;INTELLECTUAL DISABILITY;MENTAL RETARDATION, X-LINKED 102;KBG SYNDROME		DDD:62x;DDD:44x;DDD:15x;DDD:14x;DDD:13x;DDD:2x	DDD	DDD:62x;DDD:44x;DDD:15x;DDD:14x;DDD:13x;DDD:2x
1214	HP:0000194	Open mouth	9	TCF4;TCF20;SYNGAP1;STXBP1;SETD5;PURA;PTPN11;PPP2R5D;POGZ;MED13L;KMT2A;KIF1A;KDM5B;KCNQ2;KAT6A;HUWE1;FOXP1;EFTUD2;CTNNB1;ASXL3;ARID1B;ANKRD11	PITT-HOPKINS SYNDROME;TCF20 syndrome;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;INTELLECTUAL DISABILITY;NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1;WIEDEMANN-STEINER SYNDROME;NESCAV SYNDROME;Autism;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 7;BENIGN NEONATAL EPILEPSY TYPE 1;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;BAINBRIDGE-ROPERS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12;KBG SYNDROME	LIT:61x;LIT:58x;LIT:57x;LIT:52x;LIT:47x;LIT:42x;LIT:37x;LIT:36x;LIT:34x;LIT:29x;LIT:27x;LIT:22x;LIT:19x;LIT:4x;LIT:2x	DDD:62x;DDD:61x;DDD:46x;DDD:45x;DDD:44x;DDD:43x;DDD:33x;DDD:32x;DDD:27x;DDD:12x;DDD:3x	LIT;DDD	LIT:61x;LIT:58x;LIT:57x;LIT:52x;LIT:47x;LIT:42x;LIT:37x;LIT:36x;LIT:34x;LIT:29x;LIT:27x;LIT:22x;LIT:19x;LIT:4x;LIT:2x;DDD:62x;DDD:61x;DDD:46x;DDD:45x;DDD:44x;DDD:43x;DDD:33x;DDD:32x;DDD:27x;DDD:12x;DDD:3x
1215	HP:0000196	Lower lip pit	11						
1216	HP:0100269	Paramedian lip pit	10						
1217	HP:0000197	Abnormal parotid gland morphology	9						
1218	HP:0000198	Absence of Stensen duct	10						
1219	HP:0000199	Tongue nodules	10						
1220	HP:0000200	Short lingual frenulum	9	TCF20;SMC1A;EP300;CDK13;ANKRD11	TCF20 syndrome;EPILEPTIC ENCEPHALOPATHY;CORNELIA DE LANGE SYNDROME TYPE 2;RUBINSTEIN-TAYBI SYNDROME TYPE 2;Syndromic INTELLECTUAL DISABILITY with or without congenital heart disease;KBG SYNDROME	LIT:61x	DDD:61x;DDD:55x;DDD:54x;DDD:21x;DDD:9x;DDD:2x	LIT;DDD	LIT:61x;DDD:61x;DDD:55x;DDD:54x;DDD:21x;DDD:9x;DDD:2x
1221	HP:0000201	Pierre-Robin sequence	7	SATB2;POGZ;MED13L;KAT6B;EFTUD2;DYRK1A;DDX3X	GLASS SYNDROME;INTELLECTUAL DISABILITY;SAY-BARBER-BIESECKER-YOUNG-SIMPSON SYNDROME;GENITOPATELLAR SYNDROME;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7	LIT:48x;LIT:43x;LIT:42x;LIT:19x;LIT:18x;LIT:14x	DDD:48x;DDD:31x;DDD:30x	LIT;DDD	LIT:48x;LIT:43x;LIT:42x;LIT:19x;LIT:18x;LIT:14x;DDD:48x;DDD:31x;DDD:30x
1222	HP:0410030	Cleft lip	9	SMC1A;EFTUD2;AUTS2	CORNELIA DE LANGE SYNDROME TYPE 2;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;SYNDROMIC INTELLECTUAL DISABILITY	LIT:54x;LIT:19x;LIT:7x		LIT	LIT:54x;LIT:19x;LIT:7x
1223	HP:0000205	Pursed lips	9						
1224	HP:0000206	Glossitis	10						
1225	HP:0000207	Triangular mouth	9	POGZ	INTELLECTUAL DISABILITY	LIT:43x		LIT	LIT:43x
1226	HP:0000211	Trismus	10						
1227	HP:0000212	Gingival overgrowth	10	SCN2A;KMT2A;KAT6B;FOXP1;CTNNB1;CHD7	INFANTILE EPILEPTIC ENCEPHALOPATHY;WIEDEMANN-STEINER SYNDROME;GENITOPATELLAR SYNDROME;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;CHARGE SYNDROME	LIT:50x;LIT:30x	DDD:37x;DDD:22x;DDD:12x;DDD:10x	LIT;DDD	LIT:50x;LIT:30x;DDD:37x;DDD:22x;DDD:12x;DDD:10x
1228	HP:0000214	Lip telangiectasia	10	ATRX	MENTAL RETARDATION SYNDROMIC X-LINKED WITH HYPOTONIC FACIES SYNDROME TYPE 1;ALPHA-THALASSEMIA MENTAL RETARDATION SYNDROME X-LINKED NON-DELETION TYPE		DDD:6x;DDD:5x	DDD	DDD:6x;DDD:5x
1229	HP:0000228	Oral cavity telangiectasia	9						
1230	HP:0011339	Abnormality of upper lip vermillion	10	DYRK1A	MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7		DDD:18x	DDD	DDD:18x
1231	HP:0000215	Thick upper lip vermilion	11	TCF4;TBL1XR1;SYNGAP1;SETD5;SCN2A;MED13L;IQSEC2;HUWE1;FOXP1;CDK13;AUTS2;ARID1B;ANKRD11	PITT-HOPKINS SYNDROME;Pierpont syndrome;Intellectual disability with autism spectrum disorder;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;BENIGN FAMILIAL NEONATAL INFANTILE SEIZURES;INFANTILE EPILEPTIC ENCEPHALOPATHY;NONSPECIFIC SEVERE ID;INTELLECTUAL DISABILITY;MENTAL RETARDATION X-LINKED TYPE 1;MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;Syndromic INTELLECTUAL DISABILITY with or without congenital heart disease;SYNDROMIC INTELLECTUAL DISABILITY;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12;KBG SYNDROME		DDD:62x;DDD:60x;DDD:59x;DDD:58x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:42x;DDD:28x;DDD:27x;DDD:22x;DDD:9x;DDD:7x;DDD:3x;DDD:2x	DDD	DDD:62x;DDD:60x;DDD:59x;DDD:58x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:42x;DDD:28x;DDD:27x;DDD:22x;DDD:9x;DDD:7x;DDD:3x;DDD:2x
1232	HP:0000216	Broad secondary alveolar ridge	10						
1233	HP:0100755	Abnormality of salivation	7						
1234	HP:0000217	Xerostomia	8						
1235	HP:0000218	High palate	9	LZTR1;DNM1L;TRIP12;TCF20;TBL1XR1;SYNGAP1;SMC1A;SCN2A;SATB2;PURA;PTPN11;PPP2R5D;POGZ;MED13L;MECP2;KMT2D;KMT2A;KCNQ2;KAT6B;KAT6A;IQSEC2;HDAC8;GRIN2B;FOXP1;EP300;EFTUD2;DYRK1A;DYNC1H1;DDX3X;CTNNB1;CREBBP;AUTS2;ASXL3;ARID1B;ANKRD11;AHDC1;ADNP	NOONAN SYNDROME 10;DNM1L-related developmental disorder (monoallelic);TRIP12-related intellectual disability with/without autism spectrum disorder;TCF20 syndrome;Pierpont syndrome;Intellectual disability with autism spectrum disorder;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;EPILEPTIC ENCEPHALOPATHY;CORNELIA DE LANGE SYNDROME TYPE 2;BENIGN FAMILIAL NEONATAL INFANTILE SEIZURES;INFANTILE EPILEPTIC ENCEPHALOPATHY;NONSPECIFIC SEVERE ID;GLASS SYNDROME;INTELLECTUAL DISABILITY;NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1;MENTAL RETARDATION SYNDROMIC X-LINKED TYPE 13;RETT SYNDROME (RTT)[;KMT2D multiple malformations disorder;KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 7;BENIGN NEONATAL EPILEPSY TYPE 1;SAY-BARBER-BIESECKER-YOUNG-SIMPSON SYNDROME;GENITOPATELLAR SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION X-LINKED TYPE 1;Cornelia de Lange Syndrome HDAC8 X-linked dominant;CORNELIA DE LANGE-LIKE SYNDROME HDAC8 XLR;MENTAL RETARDATION, AUTOSOMAL DOMINANT 6;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;RUBINSTEIN-TAYBI SYNDROME TYPE 2;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7;SEVERE ID WITH NEURONAL MIGRATION DISORDER;SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, AD;MENTAL RETARDATION, X-LINKED 102;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;RUBINSTEIN-TAYBI SYNDROME TYPE 1;SYNDROMIC INTELLECTUAL DISABILITY;BAINBRIDGE-ROPERS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12;KBG SYNDROME;XIA-GIBBS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:67x;LIT:64x;LIT:61x;LIT:58x;LIT:55x;LIT:54x;LIT:48x;LIT:47x;LIT:46x;LIT:45x;LIT:43x;LIT:42x;LIT:38x;LIT:37x;LIT:31x;LIT:30x;LIT:29x;LIT:28x;LIT:22x;LIT:21x;LIT:19x;LIT:18x;LIT:12x;LIT:11x;LIT:4x;LIT:2x;LIT:1x	DDD:66x;DDD:60x;DDD:59x;DDD:51x;DDD:50x;DDD:49x;DDD:48x;DDD:44x;DDD:41x;DDD:40x;DDD:39x;DDD:38x;DDD:37x;DDD:33x;DDD:32x;DDD:31x;DDD:30x;DDD:29x;DDD:26x;DDD:25x;DDD:24x;DDD:23x;DDD:22x;DDD:21x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:12x;DDD:11x;DDD:7x;DDD:4x;DDD:3x;DDD:2x;DDD:1x;DDD:0x	LIT;DDD	LIT:67x;LIT:64x;LIT:61x;LIT:58x;LIT:55x;LIT:54x;LIT:48x;LIT:47x;LIT:46x;LIT:45x;LIT:43x;LIT:42x;LIT:38x;LIT:37x;LIT:31x;LIT:30x;LIT:29x;LIT:28x;LIT:22x;LIT:21x;LIT:19x;LIT:18x;LIT:12x;LIT:11x;LIT:4x;LIT:2x;LIT:1x;DDD:66x;DDD:60x;DDD:59x;DDD:51x;DDD:50x;DDD:49x;DDD:48x;DDD:44x;DDD:41x;DDD:40x;DDD:39x;DDD:38x;DDD:37x;DDD:33x;DDD:32x;DDD:31x;DDD:30x;DDD:29x;DDD:26x;DDD:25x;DDD:24x;DDD:23x;DDD:22x;DDD:21x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:12x;DDD:11x;DDD:7x;DDD:4x;DDD:3x;DDD:2x;DDD:1x;DDD:0x
1236	HP:0000233	Thin vermilion border	9	WDR37;LZTR1;WDR45;TCF4;TBL1XR1;SRCAP;SMC1A;SETD5;SCN2A;SATB2;PURA;POGZ;MED13L;KMT2D;KMT2A;KIF1A;KDM5B;KAT6B;HDAC8;EP300;DYRK1A;DYNC1H1;DDX3X;CDK13;CACNA1A;ASXL3;ANKRD11;AHDC1	SYNDROMIC INTELLECTUAL DISABILITY;NOONAN SYNDROME 10;NEURODEGENERATION WITH BRAIN IRON ACCUMULATION;PITT-HOPKINS SYNDROME;Pierpont syndrome;Intellectual disability with autism spectrum disorder;FLOATING-HARBOR SYNDROME;CORNELIA DE LANGE SYNDROME TYPE 2;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;BENIGN FAMILIAL NEONATAL INFANTILE SEIZURES;INFANTILE EPILEPTIC ENCEPHALOPATHY;NONSPECIFIC SEVERE ID;GLASS SYNDROME;INTELLECTUAL DISABILITY;KMT2D multiple malformations disorder;WIEDEMANN-STEINER SYNDROME;NESCAV SYNDROME;AUTISM;Autism;SAY-BARBER-BIESECKER-YOUNG-SIMPSON SYNDROME;GENITOPATELLAR SYNDROME;Cornelia de Lange Syndrome HDAC8 X-linked dominant;CORNELIA DE LANGE-LIKE SYNDROME HDAC8 XLR;RUBINSTEIN-TAYBI SYNDROME TYPE 2;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7;SEVERE ID WITH NEURONAL MIGRATION DISORDER;SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, AD;MENTAL RETARDATION, X-LINKED 102;Syndromic INTELLECTUAL DISABILITY with or without congenital heart disease;EPILEPTIC ENCEPHALOPATHY;BAINBRIDGE-ROPERS SYNDROME;KBG SYNDROME;XIA-GIBBS SYNDROME	LIT:68x;LIT:67x;LIT:56x;LIT:54x;LIT:43x;LIT:42x;LIT:39x;LIT:37x;LIT:34x;LIT:31x;LIT:30x;LIT:26x;LIT:25x;LIT:9x;LIT:2x	DDD:65x;DDD:62x;DDD:60x;DDD:59x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:48x;DDD:47x;DDD:37x;DDD:36x;DDD:35x;DDD:34x;DDD:31x;DDD:30x;DDD:21x;DDD:18x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:9x;DDD:8x;DDD:4x;DDD:2x;DDD:1x	LIT;DDD	LIT:68x;LIT:67x;LIT:56x;LIT:54x;LIT:43x;LIT:42x;LIT:39x;LIT:37x;LIT:34x;LIT:31x;LIT:30x;LIT:26x;LIT:25x;LIT:9x;LIT:2x;DDD:65x;DDD:62x;DDD:60x;DDD:59x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:48x;DDD:47x;DDD:37x;DDD:36x;DDD:35x;DDD:34x;DDD:31x;DDD:30x;DDD:21x;DDD:18x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:9x;DDD:8x;DDD:4x;DDD:2x;DDD:1x
1237	HP:0000219	Thin upper lip vermilion	11	USP7;WDR37;LZTR1;WDR45;TRIP12;TRIO;TCF20;TBL1XR1;SRCAP;SMC1A;SLC6A1;SETD5;SCN2A;SATB2;PURA;PTPN11;POGZ;MECP2;KMT2D;KMT2A;KAT6B;KAT6A;IQSEC2;HUWE1;HDAC8;EHMT1;EFTUD2;DYRK1A;DYNC1H1;DDX3X;CTNNB1;CREBBP;CDK13;AUTS2;ASXL3;ARID1B;ANKRD11;AHDC1;ADNP	USP7-related developmental disorder (monoallelic);SYNDROMIC INTELLECTUAL DISABILITY;NOONAN SYNDROME 10;NEURODEGENERATION WITH BRAIN IRON ACCUMULATION;TRIP12-related intellectual disability with/without autism spectrum disorder;INTELLECTUAL DISABILITY;TCF20 syndrome;Intellectual disability with autism spectrum disorder;FLOATING-HARBOR SYNDROME;EPILEPTIC ENCEPHALOPATHY;CORNELIA DE LANGE SYNDROME TYPE 2;EPILEPSY WITH MYOCLONIC-ATONIC SEIZURES;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;BENIGN FAMILIAL NEONATAL INFANTILE SEIZURES;INFANTILE EPILEPTIC ENCEPHALOPATHY;NONSPECIFIC SEVERE ID;GLASS SYNDROME;NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1;MENTAL RETARDATION SYNDROMIC X-LINKED TYPE 13;RETT SYNDROME (RTT)[;KMT2D multiple malformations disorder;KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;SAY-BARBER-BIESECKER-YOUNG-SIMPSON SYNDROME;GENITOPATELLAR SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION X-LINKED TYPE 1;MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;Cornelia de Lange Syndrome HDAC8 X-linked dominant;CORNELIA DE LANGE-LIKE SYNDROME HDAC8 XLR;Kleefstra syndrome;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7;SEVERE ID WITH NEURONAL MIGRATION DISORDER;SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, AD;MENTAL RETARDATION, X-LINKED 102;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;RUBINSTEIN-TAYBI SYNDROME TYPE 1;Syndromic INTELLECTUAL DISABILITY with or without congenital heart disease;BAINBRIDGE-ROPERS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12;KBG SYNDROME;XIA-GIBBS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:69x;LIT:68x;LIT:67x;LIT:65x;LIT:64x;LIT:63x;LIT:61x;LIT:59x;LIT:56x;LIT:55x;LIT:54x;LIT:52x;LIT:48x;LIT:47x;LIT:43x;LIT:38x;LIT:37x;LIT:31x;LIT:30x;LIT:29x;LIT:28x;LIT:27x;LIT:26x;LIT:25x;LIT:20x;LIT:18x;LIT:15x;LIT:14x;LIT:13x;LIT:12x;LIT:9x;LIT:7x;LIT:4x;LIT:2x;LIT:1x;LIT:0x	DDD:53x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:46x;DDD:45x;DDD:41x;DDD:40x;DDD:39x;DDD:38x;DDD:37x;DDD:31x;DDD:30x;DDD:19x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:11x;DDD:9x;DDD:3x;DDD:2x;DDD:1x;DDD:0x	LIT;DDD	LIT:69x;LIT:68x;LIT:67x;LIT:65x;LIT:64x;LIT:63x;LIT:61x;LIT:59x;LIT:56x;LIT:55x;LIT:54x;LIT:52x;LIT:48x;LIT:47x;LIT:43x;LIT:38x;LIT:37x;LIT:31x;LIT:30x;LIT:29x;LIT:28x;LIT:27x;LIT:26x;LIT:25x;LIT:20x;LIT:18x;LIT:15x;LIT:14x;LIT:13x;LIT:12x;LIT:9x;LIT:7x;LIT:4x;LIT:2x;LIT:1x;LIT:0x;DDD:53x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:46x;DDD:45x;DDD:41x;DDD:40x;DDD:39x;DDD:38x;DDD:37x;DDD:31x;DDD:30x;DDD:19x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:11x;DDD:9x;DDD:3x;DDD:2x;DDD:1x;DDD:0x
1238	HP:0000220	Velopharyngeal insufficiency	10	SRCAP;SMC1A;SETD5;SATB2;KMT2A;FOXP1;ANKRD11	FLOATING-HARBOR SYNDROME;EPILEPTIC ENCEPHALOPATHY;CORNELIA DE LANGE SYNDROME TYPE 2;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;GLASS SYNDROME;WIEDEMANN-STEINER SYNDROME;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;KBG SYNDROME	LIT:56x;LIT:52x;LIT:48x;LIT:2x	DDD:55x;DDD:54x;DDD:37x;DDD:22x	LIT;DDD	LIT:56x;LIT:52x;LIT:48x;LIT:2x;DDD:55x;DDD:54x;DDD:37x;DDD:22x
1239	HP:0000221	Furrowed tongue	10						
1240	HP:0000222	Gingival hyperkeratosis	10						
1241	HP:0012638	Abnormal nervous system physiology	3						
1242	HP:0000224	Hypogeusia	11						
1243	HP:0000225	Gingival bleeding	10						
1244	HP:0001892	Abnormal bleeding	3	LZTR1;PTPN11	NOONAN SYNDROME 10;NOONAN SYNDROME 1	LIT:67x;LIT:46x		LIT	LIT:67x;LIT:46x
1245	HP:0000227	Tongue telangiectasia	10						
1246	HP:0100579	Mucosal telangiectasiae	8						
1247	HP:0000230	Gingivitis	10						
